"nom_local","des_local","oid_falha","des_tipo_falha","des_atributo_falha","des_disfuncao_processo","des_falha","idc_detalhes_falha","dth_inicial_realizado","dth_final_realizado"
"LAMINAÇÃO","PULT 07 - SAIDA DO LEITO RESFRIAMENTO","719615","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","FINAL DA BARRA APRESENTANDO RABO DE PEIXE.","11/6/2019 5:23","11/6/2019 5:38"
"LAMINAÇÃO","LAMINAÇÃO","719567","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Ajuste na fotocélula da saída da A4(fotocélula do veio 2 piscando).","11/5/2019 14:50","11/5/2019 14:55"
"LAMINAÇÃO","LAMINAÇÃO","766958","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Inspecionar fotocélula da saída da A4 piscando, excesso de carepa na frente da foto.","4/23/2020 13:40","4/23/2020 13:44"
"LAMINAÇÃO","LAMINAÇÃO","767620","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","caixa da t2 bateu na fotocélula da saída da m6 e ficou piscando .","4/25/2020 13:12","4/25/2020 13:51"
"LAMINAÇÃO","LAMINAÇÃO","760717","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Retirada de sucata ao lado do Thermex.","3/24/2020 8:56","3/24/2020 9:10"
"LAMINAÇÃO","GRELHA ENFORNAMENTO","760842","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Engalhe na grelha, tarugo não caiu por completo, devido desalinhamento ficando preso na chapa.","3/24/2020 15:20","3/24/2020 15:33"
"LAMINAÇÃO","TESOURA T1B SAÍDA DESBASTE VEIO 2","768163","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Retirar excesso de despontes acumulado na bandeja da T1B, rico de sucata.","4/26/2020 19:14","4/26/2020 19:22"
"LAMINAÇÃO","GRELHA ENFORNAMENTO","763022","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Colocar bicudo na grelha para separar lotes para teste no leito.","3/30/2020 7:46","3/30/2020 7:51"
"LAMINAÇÃO","CAMINHO DE ROLOS SAÍDA DO LEITO","762712","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Uma das mesa o CR da saída do leito próximo á M. basculante deslocou-se saindo do encaixe.","3/29/2020 9:43","3/29/2020 9:55"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","765938","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Cortar barras que caíram fora do leito.","4/20/2020 21:54","4/20/2020 22:09"
"LAMINAÇÃO","LAMINAÇÃO","760103","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Troca da caixa de despontes da T1.","3/22/2020 20:33","3/22/2020 20:38"
"LAMINAÇÃO","LAMINAÇÃO","722245","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Retirar excesso de carepa acumulado no piso próximo aos queimadores da zona 3.","11/14/2019 8:34","11/14/2019 8:47"
"LAMINAÇÃO","LAMINAÇÃO","759740","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Inspecionar navalha da T3.","3/22/2020 0:32","3/22/2020 0:36"
"LAMINAÇÃO","LAMINAÇÃO","759421","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Inspecionar material no leito, suspeita de material com sinuosidade.","3/20/2020 23:37","3/20/2020 23:41"
"LAMINAÇÃO","TREM DESBASTE","759471","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Barra no final sobrou entre D3/D4.","3/21/2020 8:41","3/21/2020 9:11"
"LAMINAÇÃO","GAIOLA D5 DESBASTE","758937","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Piscada na foto da saída da D5, devido excesso de Agua calha de saída D5.","3/19/2020 10:30","3/19/2020 10:42"
"LAMINAÇÃO","GAIOLA D5 DESBASTE","758951","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Piscada na foto da saída da D5, devido excesso de Agua calha de saída D5.","3/19/2020 10:54","3/19/2020 11:00"
"LAMINAÇÃO","GAIOLA D5 DESBASTE","758959","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Piscada na foto da saída da D5, devido excesso de Agua calha de saída D5.","3/19/2020 11:07","3/19/2020 11:15"
"LAMINAÇÃO","PEEL BAR","758488","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Peel bar sem desenfornar o tarugo alarmando que empurrou em vazio. Foi acionado o plantão mecânico e eletrônico onde os mesmo disseram que estava tudo normal. Enquanto eles estavam acompanhado a falha o peel bar voltou a desenfornar normalmente.","3/18/2020 6:15","3/18/2020 6:24"
"LAMINAÇÃO","GAIOLA A4 TREM ACABADOR","758489","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Abalroamento na entrada da A4, veio 1, devido pedaço de amostra dentro da calha.","3/18/2020 6:53","3/18/2020 7:32"
"LAMINAÇÃO","SISTEMA THERMEX","755217","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","colocar soprador no carro 3 do thermex para evitar passar agua t3.","3/10/2020 10:17","3/10/2020 10:26"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","755219","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","verificar no leito se ta manchando o material.","3/10/2020 10:27","3/10/2020 10:32"
"LAMINAÇÃO","LAMINAÇÃO","755291","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","controle da massa linear devido peso do feixe fora da faixa","3/10/2020 14:40","3/10/2020 15:27"
"LAMINAÇÃO","LAMINAÇÃO","755304","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","controle da massa linear devido peso do feixe fora da faixa","3/10/2020 15:31","3/10/2020 15:42"
"LAMINAÇÃO","LAMINAÇÃO","755311","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","controle da massa linear devido peso do feixe fora da faixa","3/10/2020 15:46","3/10/2020 16:27"
"LAMINAÇÃO","","757068","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","retirar caixa as t2b","3/14/2020 14:46","3/14/2020 14:51"
"LAMINAÇÃO","GAIOLA A2 TREM ACABADOR","757317","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Abalroamento na entrada da A2, devido folga de guia de saída da A1.","3/15/2020 3:37","3/15/2020 4:26"
"LAMINAÇÃO","GRELHA ENFORNAMENTO","756094","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Falta de tarugo na grelha, operador estava na refeição, o mecânico teve uma ocorrência no enfeixamento, devido a isso teve que parar.","3/12/2020 12:13","3/12/2020 12:19"
"LAMINAÇÃO","TREM DESBASTE","753832","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Barra sobrou entre D4 e D5 V1. Na ocasião a última alteração de RPM havia ocorrido 30min antes, é até onde eu observei a passagem de barra entre D4 e D5 V1 e V2  estava estável, tanto e que não alterei RPM nas passagem de barra no V2 ao passa o da mesa, pois a passagem estava estavél.","3/5/2020 8:32","3/5/2020 9:13"
"LAMINAÇÃO","TESOURA T1A SAÍDA DESBASTE VEIO 1","753318","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Retirada da caixa da t1.","3/3/2020 21:00","3/3/2020 21:16"
"LAMINAÇÃO","TREM ACABADOR","753239","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","acessar o laminador pra retirar uma chave .","3/3/2020 14:10","3/3/2020 14:13"
"LAMINAÇÃO","GAIOLA D5 DESBASTE","752469","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Inspeção nas luvas da gaiola D5.","3/1/2020 15:46","3/1/2020 15:52"
"LAMINAÇÃO","LAMINAÇÃO","751201","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Troca da caixa de despontes da T2. A caixa que foi colocada não estava encostando na lateral do fosso, com isso os despontes estavam caindo fora da caixa.","2/26/2020 21:42","2/26/2020 22:14"
"LAMINAÇÃO","GAIOLA A2 TREM ACABADOR","752051","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Troca da guia de entrada da A2. Barra da a1 estava torcendo, fazendo com que houvesse um desgaste precoce da pré-guia e estático interno da guia. Na ocasião foi aberto a luz da m6( de 17,1mm para 17,5mm), fechado passe da a1 para 16,00mm e baixado 40 no laço da a1/2.","2/29/2020 7:07","2/29/2020 7:47"
"LAMINAÇÃO","LAMINAÇÃO","748000","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Fazer 5s na área do laminador e cortar excesso de sucata no final do leito.","2/18/2020 10:02","2/18/2020 10:35"
"LAMINAÇÃO","GAIOLA A4 TREM ACABADOR","748098","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Inspeção do canal da gaiola A4, devido aparecimento de trinca do material.","2/18/2020 15:01","2/18/2020 15:12"
"LAMINAÇÃO","LAMINAÇÃO","770784","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Tarugo saindo com temperatura abaixo do padrão.","5/2/2020 21:00","5/2/2020 21:04"
"LAMINAÇÃO","LAMINAÇÃO","769705","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Ajuste na manta da refrigeração na entrada da M6.","4/30/2020 13:00","4/30/2020 13:04"
"LAMINAÇÃO","LAMINAÇÃO","769775","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Retirada de amostra no leito para ensaio teste de relação do material pelo C.Q.(relação fora da EP).","4/30/2020 15:48","4/30/2020 16:18"
"LAMINAÇÃO","LAMINAÇÃO","772714","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Retirada de amostra no leito e ajuste de massa no laminador. Relação do material fora da E.P.","5/7/2020 23:36","5/8/2020 0:03"
"LAMINAÇÃO","LAMINAÇÃO","773540","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","inspeção nas gaiolas do trem acabador.( procurar dente de alho)","5/9/2020 20:07","5/9/2020 20:28"
"LAMINAÇÃO","LAMINAÇÃO","773548","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","inspeção nas gaiolas do trem acabador.( procurar dente de alho)","5/9/2020 20:28","5/9/2020 20:33"
"LAMINAÇÃO","LAMINAÇÃO","748741","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","LAMINADOR BLOQUEADO PELO ACIONAMENTO LOCAL DA CALHA TOMBADORA DO 4 PASSE NA GAIOLA D1, NA POSIÇÃO MANUAL.","2/20/2020 8:30","2/20/2020 9:03"
"LAMINAÇÃO","LAMINAÇÃO","748572","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Conferir reaperto das guias da D1.","2/20/2020 0:26","2/20/2020 0:34"
"LAMINAÇÃO","SISTEMA THERMEX","748547","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Variação de pressão no thermex. Na ocasião foi parado o laminador e inspecionado as bombas e estavam todas Ok. Aparentemente foi obstrução dos tubos, pois ao desligar as bombas e religar a pressão normalizou.","2/19/2020 23:22","2/19/2020 23:32"
"LAMINAÇÃO","TESOURA T1B SAÍDA DESBASTE VEIO 2","751547","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","retirar desponte da t1b acumulado na calha.","2/27/2020 21:51","2/27/2020 21:56"
"LAMINAÇÃO","APALPADOR DO FORNO","642892","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","APALPADOR TOPANDO NO TARUGO APÓS O MESMO SER ENFORNADO.","5/1/2019 8:49","5/1/2019 9:23"
"LAMINAÇÃO","GAIOLA D4 DESBASTE","643667","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","barra partiu entre d4-d5.( balançou )","5/3/2019 8:04","5/3/2019 8:54"
"LAMINAÇÃO","APALPADOR DO FORNO","642841","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","APALPADOR TOPANDO NO TARUGO APÓS O MESMO SER ENFORNADO.","5/1/2019 6:20","5/1/2019 6:31"
"LAMINAÇÃO","APALPADOR DO FORNO","642853","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","APALPADOR TOPANDO NO TARUGO APÓS O MESMO SER ENFORNADO.","5/1/2019 6:52","5/1/2019 6:58"
"LAMINAÇÃO","GAIOLA D5 DESBASTE","641894","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Fotocélula da saída da D5 piscando, vindo a dar falha no persuader da calha M1/M2.","4/28/2019 19:14","4/28/2019 19:26"
"LAMINAÇÃO","LAMINAÇÃO","646173","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","ESPERA DO RESULTADO DO ESCOAMENTO DEVIDO A VARIAÇÃO DE DUREZA NO FINAL DA BARRA.","5/9/2019 6:22","5/9/2019 6:43"
"LAMINAÇÃO","GAIOLA D4 DESBASTE","645090","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","REALINHAMENTO DA D4.","5/6/2019 13:12","5/6/2019 13:17"
"LAMINAÇÃO","TESOURA T1A SAÍDA DESBASTE VEIO 1","644566","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","RETIRADA DE DESPONTE DA T1A QUE FICOU DENTRO DA CALHA.","5/5/2019 9:12","5/5/2019 9:18"
"LAMINAÇÃO","SISTEMA DE ENFORNAMENTO","645049","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","APALPADOR TOPANDO NO TARUGO QUE FOI ENFORNADO ANTERIORMENTE.","5/6/2019 11:05","5/6/2019 11:10"
"LAMINAÇÃO","SISTEMA DE ENFORNAMENTO","640144","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","DIFICULDADE PARA OPERAR O ENFORNAMENTO EM MANUAL DEVIDO A PERDA DE VÍDEO NAS CÂMARAS.","4/24/2019 11:58","4/24/2019 12:01"
"LAMINAÇÃO","SISTEMA DE ENFORNAMENTO","640145","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","DIFICULDADE PARA OPERAR O ENFORNAMENTO EM MANUAL DEVIDO A PERDA DE VÍDEO NAS CÂMARAS.","4/24/2019 12:01","4/24/2019 12:05"
"LAMINAÇÃO","SISTEMA DE ENFORNAMENTO","639561","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Apalpador batendo no tarugo dentro do forno após o empurrador empurrar. Foi necessário colocar o tarugo novamente no caminho de rolos para joga-lo mais para dentro do forno.","4/23/2019 1:45","4/23/2019 2:24"
"LAMINAÇÃO","LAMINAÇÃO","645826","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Acumulo de carepa na frente da foto da entrada da A3(fotocélula piscando).","5/8/2019 10:21","5/8/2019 10:27"
"LAMINAÇÃO","LAMINAÇÃO","645801","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Colocar manta na entrada da A4(fotocélula piscando).","5/8/2019 9:08","5/8/2019 9:13"
"LAMINAÇÃO","GUIA DE SAÍDA DA GAIOLA A2","636523","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","INSPEÇÃO NA GUIA DE SAÍDA DA A2 (SLITADORA).","4/15/2019 4:20","4/15/2019 4:32"
"LAMINAÇÃO","TESOURA T3 ENTRADA DO LEITO","632221","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Tesoura T3 não enxergou separação no leito. Foram observado as barras no leito onde não foi encontrado nenhuma anomalia, a alteração que haviam feito tinha sido a sensibilidade do alarme.","4/3/2019 12:53","4/3/2019 13:04"
"LAMINAÇÃO","LAMINAÇÃO","630282","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Time out no laminador devido a excesso de água na foto do thermex(soprador estava fechado).","3/29/2019 13:37","3/29/2019 14:00"
"LAMINAÇÃO","LAMINAÇÃO","630290","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Time out no laminador devido a excesso de água na foto do thermex(soprador estava fechado).","3/29/2019 14:00","3/29/2019 14:06"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","630261","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","INSPEÇÃO DO MATERIAL ACABADO NO LEITO.","3/29/2019 12:21","3/29/2019 12:31"
"LAMINAÇÃO","SISTEMA DE ENFORNAMENTO","634253","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","atraso no abastecimento da grelha","4/9/2019 12:13","4/9/2019 12:25"
"LAMINAÇÃO","LAMINAÇÃO","635279","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Colocar proteção superior do caminho de rolos da entrada do leito.","4/12/2019 8:05","4/12/2019 8:19"
"LAMINAÇÃO","SISTEMA DE ENFORNAMENTO","624948","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Pedaços de refratário bloqueando a porta 4 do forno.","3/16/2019 21:00","3/16/2019 21:09"
"LAMINAÇÃO","SISTEMA DE ENFORNAMENTO","624943","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Outros","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Outros","Pedaços de refratário bloqueando a porta 4 do forno.","3/16/2019 20:54","3/16/2019 20:59"
"LAMINAÇÃO","CALHA DE LAÇO A3/A4  N-624.16-M-21","631655","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Refrigeração deficiente","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Refriger","AJUSTE NA REFRIGERAÇÃO DA CALHA DE LAÇO A3/A4.","4/2/2019 2:20","4/2/2019 2:25"
"LAMINAÇÃO","CALHA DE LAÇO A3/A4  N-624.16-M-21","679102","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Refrigeração deficiente","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Refriger","FA3V1 piscando frequentemente no final da barra devido o laço esta aumentado neste veio conforme a barra vai terminado de laminar chegando a bloquear o LAM. Na ocasião foi feito ajuste na refrigeração da A3  sendo necessário troca um registro afim de controla a vazão de água para a calha de laço pois havia muita água sendo espalhada em direção as fotos tanto de laço quanto as de traqueamento.","7/27/2019 9:16","7/27/2019 9:52"
"LAMINAÇÃO","GAIOLA M6 TREM MÉDIO","664039","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Refrigeração deficiente","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Refriger","AJUSTAR REFRIGERAÇÃO DA M6","6/20/2019 20:18","6/20/2019 20:23"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","655181","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Refrigeração deficiente","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Refriger","Retirada de amostra no leito para ensaio de cauda devido a mesmo esta apresentando  variação de LE e alongamento fora da EP.","5/31/2019 6:47","5/31/2019 7:20"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","655198","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Refrigeração deficiente","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Refriger","Retirada de amostra no leito para ensaio de cauda devido a mesmo esta apresentando variação de LE e alongamento fora da EP.","5/31/2019 7:25","5/31/2019 8:00"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","667697","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Refrigeração deficiente","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Refriger","soltou a mangueira da refrigeração do canal","6/29/2019 13:56","6/29/2019 13:59"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","667701","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Refrigeração deficiente","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Refriger","soltou a mangueira da refrigeração do canal","6/29/2019 14:00","6/29/2019 14:01"
"LAMINAÇÃO","GAIOLA A2 TREM ACABADOR","670097","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Refrigeração deficiente","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Refriger","Verificação da  refrigeração da gaiola do cilindro A2.","7/5/2019 3:57","7/5/2019 4:00"
"LAMINAÇÃO","LAMINAÇÃO","674786","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Refrigeração deficiente","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Refriger","Ajuste na refrigeração da calha Y.(fotocélula piscando).","7/16/2019 6:47","7/16/2019 6:51"
"LAMINAÇÃO","SISTEMA THERMEX","768870","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Refrigeração deficiente","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Refriger","ajustar soprador do therme ( foto piscando )","4/28/2020 14:07","4/28/2020 14:23"
"LAMINAÇÃO","FORNO DE REAQUECIMENTO","654245","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Refrigeração deficiente","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Refriger","Baixo fluxo de água industrial 2 no TB do skid transversal.","5/28/2019 21:54","5/28/2019 22:01"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","634656","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Refrigeração deficiente","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Refriger","soltou a mangueira da refrigeração","4/10/2019 12:52","4/10/2019 12:58"
"LAMINAÇÃO","REFRIGERAÇÃO DA GAIOLA M6","639801","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Refrigeração deficiente","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Refriger","FALHA NA FOTOCÉLULA DE LAÇO DA SAÍDA DA M5. EXCESSO DE ÁGUA NA M6.","4/23/2019 15:28","4/23/2019 15:51"
"LAMINAÇÃO","REFRIGERAÇÃO DA GAIOLA M6","639779","INTERRUPÇÃO OPERACIONAL","OPERAC. LAMINADOR","Refrigeração deficiente","INTERRUPÇÃO OPERACIONAL OPERAC. LAMINADOR Refriger","FALHA NA FOTOCÉLULA DE LAÇO DA SAÍDA DA M5. EXCESSO DE ÁGUA NA M6.","4/23/2019 14:13","4/23/2019 14:19"
